[2026-03-03 02:55:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:51:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:51:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:51:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:51:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:51:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:51:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:51:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:51:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:52:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:53:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:54:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:55:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:56:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:57:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:58:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 09:59:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:00:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:01:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:01:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:01:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:01:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:01:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:01:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:01:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:01:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:02:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:02:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:02:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:02:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:02:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:02:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:02:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:02:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:03:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:04:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:04:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:04:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:04:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:04:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:04:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:04:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:04:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:05:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:05:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:05:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:05:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:05:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:05:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:05:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:05:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:06:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:06:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:06:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:06:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:06:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:06:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:06:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:06:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:07:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:07:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:07:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:07:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:07:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:07:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:07:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:07:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:08:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:08:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:08:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:08:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:08:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:08:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:08:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:08:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:09:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:09:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:09:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:09:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:09:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:09:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:09:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:09:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:10:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:11:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:11:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:11:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:11:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:11:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:11:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:11:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:11:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:12:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:12:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:12:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:12:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:12:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:12:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:12:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:12:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:13:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:14:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:14:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:14:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:14:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:14:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:14:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:14:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:14:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:15:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:15:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:15:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:15:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:15:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:15:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:15:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:16:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:17:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:17:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:17:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:17:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:17:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:17:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:17:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:17:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:18:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:18:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:18:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:18:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:18:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:18:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:18:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:18:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:19:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:20:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:21:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:22:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:22:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:22:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:22:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:22:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:22:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:22:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:22:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:23:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:23:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:23:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:23:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:23:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:23:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:23:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:23:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:24:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:24:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:24:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:24:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:24:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:24:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:24:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:24:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:25:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:25:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:25:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:25:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:25:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:25:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:25:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:25:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:26:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:26:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:26:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:26:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:26:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:26:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:26:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:26:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:27:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:27:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:27:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:27:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:27:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:27:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:27:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:27:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:28:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:29:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:29:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:29:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:29:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:29:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:29:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:29:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:29:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:30:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:31:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:32:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:32:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:32:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:32:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:32:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:32:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:32:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:32:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:33:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:33:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:33:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:33:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:33:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:33:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:33:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:33:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 10:34:32] Altruists (Green): 19 | Selfish (Red): 17
